State,CanProv,PortCode,Port,TradeValue
New York,Quebec,54XX,Washington Customs District n.e.c.,1319929.0
New York,Quebec,5501,Dallas/Ft. Worth,65535.0
New York,Quebec,55XX,Dallas/Ft. Worth Customs District n.e.c.,1932910.0
New York,Quebec,60XX,Unknown District n.e.c.,239239.0
New York,Quebec,70XX,Low Value n.e.c.,11363848926.0
New York,Quebec,80XX,Unknown District n.e.c.,500865.0
New York,Saskatchewan,0101,Portland,307957.0
New York,Saskatchewan,0104,Jackman,170151.0
New York,Saskatchewan,0106,Houlton,706875.0
New York,Saskatchewan,0108,Van Buren,34031.0
New York,Saskatchewan,0115,Calais,1837257.0
New York,Saskatchewan,0203,Richford,163577.0
New York,Saskatchewan,0206,Beecher Falls,8210.0
New York,Saskatchewan,0209,Derby Line,240555.0
New York,Saskatchewan,0211,Norton,162911.0
New York,Saskatchewan,0212,Highgate Springs/Alburg,1518971.0
New York,Saskatchewan,04XX,Boston Customs District n.e.c.,2521.0
New York,Saskatchewan,0701,Ogdensburg,5140844.0
New York,Saskatchewan,0704,Massena,2045132.0
New York,Saskatchewan,0708,Alexandria Bay,11555766.0
New York,Saskatchewan,0712,Champlain-Rouses Point,1370465564.0
New York,Saskatchewan,0715,Trout River,1051066.0
New York,Saskatchewan,07XX,Ogdensburg Customs District n.e.c.,469808.0
New York,Saskatchewan,0901,Buffalo-Niagara Falls,756252005.0
New York,Saskatchewan,0903,Rochester,455183.0
New York,Saskatchewan,0904,Oswego,50403676.0
New York,Saskatchewan,0905,Sodus Point,31038.0
New York,Saskatchewan,0907,Utica,37327.0
New York,Saskatchewan,09XX,Buffalo Customs District n.e.c.,1563107.0
New York,Saskatchewan,1003,Newark,702594.0
New York,Saskatchewan,1012,John F Kennedy Intl Airport,1604838.0
New York,Saskatchewan,10XX,New York City Customs District n.e.c.,332724.0
New York,Saskatchewan,11XX,Philadelphia Customs District n.e.c.,3998.0
New York,Saskatchewan,16XX,Charleston Customs District n.e.c.,104250.0
New York,Saskatchewan,18XX,Tampa Customs District n.e.c.,918104.0
New York,Saskatchewan,20XX,New Orleans Customs District n.e.c.,6025392.0
New York,Saskatchewan,23XX,Laredo Customs District n.e.c.,24759.0
New York,Saskatchewan,24XX,El Paso Customs District n.e.c.,10576.0
New York,Saskatchewan,27XX,Los Angeles Customs District n.e.c.,44545.0
New York,Saskatchewan,28XX,San Francisco Customs District n.e.c.,315148.0
New York,Saskatchewan,29XX,Columbia-Snake Customs District n.e.c.,269.0
New York,Saskatchewan,3001,Seattle,3713855.0
New York,Saskatchewan,3003,Aberdeen-Hoquiam,50645.0
New York,Saskatchewan,3004,Blaine,11861683.0
New York,Saskatchewan,3005,Bellingham,87710.0
New York,Saskatchewan,3008,Port Townsend,14854.0
New York,Saskatchewan,3009,Sumas,535578.0
New York,Saskatchewan,3010,Anacortes,14268.0
New York,Saskatchewan,3012,Danville,44136.0
New York,Saskatchewan,3014,Friday Harbor,253899.0
New York,Saskatchewan,3019,Oroville,380088.0
New York,Saskatchewan,30XX,Seattle Customs District n.e.c.,185478.0
New York,Saskatchewan,3126,Anchorage,8756.0
New York,Saskatchewan,3301,Raymond,47383062.0
New York,Saskatchewan,3302,Eastport,140692062.0
New York,Saskatchewan,3304,Great Falls,8852267.0
New York,Saskatchewan,3308,Porthill,7524.0
New York,Saskatchewan,3310,Sweetgrass,31494608.0
New York,Saskatchewan,3317,Opheim,52942.0
New York,Saskatchewan,3318,Roosville,32426.0
New York,Saskatchewan,3319,Morgan,13986.0
New York,Saskatchewan,3321,Whitlash,4895.0
New York,Saskatchewan,33XX,Great Falls Customs District n.e.c.,160820.0
New York,Saskatchewan,3401,Pembina,300052824.0
New York,Saskatchewan,3403,Portal,1412119474.0
New York,Saskatchewan,3404,Neche,21218143.0
New York,Saskatchewan,3406,Northgate,907480.0
New York,Saskatchewan,3407,Walhalla,26405.0
New York,Saskatchewan,3408,Hannah,2100596.0
New York,Saskatchewan,3410,Ambrose,79484.0
New York,Saskatchewan,3411,Fargo,12586.0
New York,Saskatchewan,3414,Sherwood,4980.0
New York,Saskatchewan,3417,Fortuna,28792.0
New York,Saskatchewan,3419,Westhope,29691.0
New York,Saskatchewan,3420,Noonan,3318.0
New York,Saskatchewan,3422,Dunseith,1056786.0
New York,Saskatchewan,3423,Warroad,6984662.0
New York,Saskatchewan,3424,Baudette,4788867.0
New York,Saskatchewan,3426,Roseau,1843169.0
New York,Saskatchewan,3430,Lancaster,4219.0
New York,Saskatchewan,3481,Hector Intl Airport,3500.0
New York,Saskatchewan,34XX,Pembina Customs District n.e.c.,1818011.0
New York,Saskatchewan,3501,Minneapolis-St. Paul,68128.0
New York,Saskatchewan,35XX,Minneapolis Customs District n.e.c.,10440.0
New York,Saskatchewan,3604,International Falls-Ranier,87354838.0
New York,Saskatchewan,3801,Detroit,5657754.0
New York,Saskatchewan,3802,Port Huron,9959608.0
New York,Saskatchewan,3803,Sault Ste. Marie,273647.0
New York,Saskatchewan,3807,Detroit Metro Airport,8399.0
New York,Saskatchewan,39XX,Chicago Customs District n.e.c.,21113.0
New York,Saskatchewan,4101,Cleveland,3003999.0
New York,Saskatchewan,4102,Cincinnati,283670.0
New York,Saskatchewan,41XX,Cleveland Customs District n.e.c.,281195.0
New York,Saskatchewan,52XX,Miami Customs District n.e.c.,3101.0
New York,Saskatchewan,54XX,Washington Customs District n.e.c.,3319.0
New York,Saskatchewan,70XX,Low Value n.e.c.,45498723.0
New York,Saskatchewan,80XX,Unknown District n.e.c.,3067.0
New York,Yukon Territory,0901,Buffalo-Niagara Falls,128944.0
New York,Yukon Territory,1012,John F Kennedy Intl Airport,134622.0
New York,Yukon Territory,10XX,New York City Customs District n.e.c.,5451214.0
New York,Yukon Territory,20XX,New Orleans Customs District n.e.c.,177751.0
New York,Yukon Territory,3001,Seattle,101072.0
New York,Yukon Territory,3004,Blaine,8321.0
New York,Yukon Territory,3029,Seattle-Tacoma Intl Arpt,3766.0
New York,Yukon Territory,30XX,Seattle Customs District n.e.c.,12816893.0
New York,Yukon Territory,3103,Skagway,962324.0
New York,Yukon Territory,3104,Alcan,93897.0
New York,Yukon Territory,3310,Sweetgrass,6969.0
New York,Yukon Territory,3401,Pembina,230448.0
New York,Yukon Territory,3403,Portal,2285.0
New York,Yukon Territory,3802,Port Huron,216823.0
New York,Yukon Territory,4101,Cleveland,18892.0
North Carolina,Alberta,0101,Portland,132813.0
North Carolina,Alberta,0103,Eastport,10348.0
North Carolina,Alberta,0104,Jackman,5380.0
North Carolina,Alberta,0105,Vanceboro,32691.0
North Carolina,Alberta,0106,Houlton,1302216.0
North Carolina,Alberta,0109,Madawaska,11257.0
North Carolina,Alberta,0115,Calais,690919.0
North Carolina,Alberta,0118,Limestone,48889.0
North Carolina,Alberta,01XX,Portland Customs District n.e.c.,166815.0
North Carolina,Alberta,0206,Beecher Falls,19968.0
North Carolina,Alberta,0207,Burlington,8504.0
North Carolina,Alberta,0209,Derby Line,585447.0
North Carolina,Alberta,0211,Norton,26718.0
North Carolina,Alberta,0212,Highgate Springs/Alburg,2253396.0
North Carolina,Alberta,02XX,St. Albans Customs District n.e.c.,8947.0
North Carolina,Alberta,0417,Logan Airport,41262.0
North Carolina,Alberta,04XX,Boston Customs District n.e.c.,87645.0
North Carolina,Alberta,0701,Ogdensburg,597394.0
North Carolina,Alberta,0704,Massena,8531.0
North Carolina,Alberta,0708,Alexandria Bay,19157703.0
North Carolina,Alberta,0712,Champlain-Rouses Point,14143931.0
North Carolina,Alberta,0714,Clayton,4877.0
North Carolina,Alberta,0715,Trout River,26426046.0
North Carolina,Alberta,07XX,Ogdensburg Customs District n.e.c.,1926941.0
North Carolina,Alberta,0901,Buffalo-Niagara Falls,168132504.0
North Carolina,Alberta,09XX,Buffalo Customs District n.e.c.,6900219.0
North Carolina,Alberta,1003,Newark,578955.0
North Carolina,Alberta,1012,John F Kennedy Intl Airport,1052989.0
North Carolina,Alberta,10XX,New York City Customs District n.e.c.,17991.0
North Carolina,Alberta,11XX,Philadelphia Customs District n.e.c.,189387.0
North Carolina,Alberta,13XX,Baltimore Customs District n.e.c.,6720.0
North Carolina,Alberta,14XX,Norfolk Customs District n.e.c.,182436.0
North Carolina,Alberta,1502,Winston-Salem,76457.0
North Carolina,Alberta,15XX,Wilmington Customs District n.e.c.,46024075.0
North Carolina,Alberta,1603,Greenville-Spartanbrg,6324550.0
North Carolina,Alberta,16XX,Charleston Customs District n.e.c.,51106285.0
North Carolina,Alberta,1704,Atlanta,206307.0
North Carolina,Alberta,17XX,Savannah Customs District n.e.c.,103149.0
North Carolina,Alberta,18XX,Tampa Customs District n.e.c.,9978.0
North Carolina,Alberta,19XX,Mobile Customs District n.e.c.,8381.0
North Carolina,Alberta,2006,Memphis,1814458.0
North Carolina,Alberta,20XX,New Orleans Customs District n.e.c.,304080845.0
North Carolina,Alberta,23XX,Laredo Customs District n.e.c.,297945.0
North Carolina,Alberta,24XX,El Paso Customs District n.e.c.,19468.0
North Carolina,Alberta,26XX,Nogales Customs District n.e.c.,134800.0
North Carolina,Alberta,2720,Los Angeles Intl Airport,16300.0
North Carolina,Alberta,27XX,Los Angeles Customs District n.e.c.,409888.0
North Carolina,Alberta,28XX,San Francisco Customs District n.e.c.,806303.0
North Carolina,Alberta,29XX,Columbia-Snake Customs District n.e.c.,683129.0
North Carolina,Alberta,3001,Seattle,2658933.0
North Carolina,Alberta,3002,Tacoma,84492.0
North Carolina,Alberta,3003,Aberdeen-Hoquiam,2331974.0
North Carolina,Alberta,3004,Blaine,59502389.0
North Carolina,Alberta,3005,Bellingham,379020.0
North Carolina,Alberta,3006,Everett,6281.0
North Carolina,Alberta,3008,Port Townsend,132634.0
North Carolina,Alberta,3009,Sumas,9995635.0
North Carolina,Alberta,3010,Anacortes,649702.0
North Carolina,Alberta,3013,Ferry,35403.0
North Carolina,Alberta,3014,Friday Harbor,265565.0
North Carolina,Alberta,3017,Point Roberts,22308.0
North Carolina,Alberta,3019,Oroville,117373.0
North Carolina,Alberta,3022,Spokane,66321.0
North Carolina,Alberta,3023,Lynden,6042.0
North Carolina,Alberta,3029,Seattle-Tacoma Intl Arpt,77100.0
North Carolina,Alberta,30XX,Seattle Customs District n.e.c.,15886733.0
North Carolina,Alberta,3101,Juneau,73782.0
North Carolina,Alberta,3102,Ketchikan,236211.0
North Carolina,Alberta,3104,Alcan,153707.0
North Carolina,Alberta,3106,Dalton Cache,9835.0
North Carolina,Alberta,3126,Anchorage,59122.0
North Carolina,Alberta,31XX,Anchorage Customs District n.e.c.,511522.0
North Carolina,Alberta,32XX,Honolulu Customs District n.e.c.,7022.0
North Carolina,Alberta,3301,Raymond,2337299.0
North Carolina,Alberta,3302,Eastport,52821839.0
North Carolina,Alberta,3303,Salt Lake City,64326.0
North Carolina,Alberta,3304,Great Falls,1306456.0
North Carolina,Alberta,3305,Butte,112205.0
North Carolina,Alberta,3306,Turner,87659.0
North Carolina,Alberta,3307,Denver,28730.0
North Carolina,Alberta,3309,Scoby,141289.0
North Carolina,Alberta,3310,Sweetgrass,1838705063.0
North Carolina,Alberta,3316,Piegan,713466.0
North Carolina,Alberta,3317,Opheim,45704.0
North Carolina,Alberta,3318,Roosville,267668.0
North Carolina,Alberta,3321,Whitlash,158579.0
North Carolina,Alberta,3322,Del Bonita,2048762.0
North Carolina,Alberta,3323,Wildhorse,4058.0
North Carolina,Alberta,3324,Kalispell Airport,45000.0
North Carolina,Alberta,33XX,Great Falls Customs District n.e.c.,21941003.0
North Carolina,Alberta,3401,Pembina,505732614.0
North Carolina,Alberta,3403,Portal,2131749622.0
North Carolina,Alberta,3404,Neche,226509.0
North Carolina,Alberta,3405,St John,365404.0
North Carolina,Alberta,3406,Northgate,595403.0
North Carolina,Alberta,3410,Ambrose,269549.0
North Carolina,Alberta,3411,Fargo,95983.0
North Carolina,Alberta,3416,Maida,60971.0
North Carolina,Alberta,3417,Fortuna,54308.0
North Carolina,Alberta,3422,Dunseith,172480.0
North Carolina,Alberta,3423,Warroad,871172.0
North Carolina,Alberta,3424,Baudette,122376.0
North Carolina,Alberta,3426,Roseau,8476496.0
North Carolina,Alberta,3430,Lancaster,487396.0
North Carolina,Alberta,3433,Williston Airport,150000.0
North Carolina,Alberta,3434,Minot Airport,1053799.0
North Carolina,Alberta,34XX,Pembina Customs District n.e.c.,5116561.0
North Carolina,Alberta,3501,Minneapolis-St. Paul,15011493.0
North Carolina,Alberta,35XX,Minneapolis Customs District n.e.c.,36037437.0
North Carolina,Alberta,3604,International Falls-Ranier,1750927630.0
North Carolina,Alberta,3613,Grand Portage,285396.0
North Carolina,Alberta,36XX,Duluth Customs District n.e.c.,242064.0
North Carolina,Alberta,3701,Milwaukee,93648.0
North Carolina,Alberta,3801,Detroit,27580000.0
North Carolina,Alberta,3802,Port Huron,91939824.0
North Carolina,Alberta,3803,Sault Ste. Marie,593091.0
North Carolina,Alberta,3804,Saginaw/Bay City,18071.0
North Carolina,Alberta,3805,Battle Creek,20890.0
North Carolina,Alberta,3807,Detroit Metro Airport,9218.0
North Carolina,Alberta,3808,Escanaba,83092.0
North Carolina,Alberta,3809,Marquette,59586.0
North Carolina,Alberta,3814,Algonac,9798.0
North Carolina,Alberta,3819,Detour,5405.0
North Carolina,Alberta,38XX,Detroit Customs District n.e.c.,1844586.0
North Carolina,Alberta,3901,Chicago,187814.0
North Carolina,Alberta,39XX,Chicago Customs District n.e.c.,560922.0
North Carolina,Alberta,4101,Cleveland,55364300.0
North Carolina,Alberta,4102,Cincinnati,7333526.0
North Carolina,Alberta,4103,Columbus,57620.0
North Carolina,Alberta,4104,Dayton,13483.0
North Carolina,Alberta,4105,Toledo-Sandusky,163091.0
North Carolina,Alberta,4110,Indianapolis,9427.0
North Carolina,Alberta,4115,Louisville,961658.0
North Carolina,Alberta,41XX,Cleveland Customs District n.e.c.,25856989.0
North Carolina,Alberta,45XX,St Louis Customs District n.e.c.,276325.0
North Carolina,Alberta,49XX,San Juan Customs District n.e.c.,21562.0
North Carolina,Alberta,51XX,Virgin Islands Customs District n.e.c.,8721.0
North Carolina,Alberta,5201,Miami,53738.0
North Carolina,Alberta,52XX,Miami Customs District n.e.c.,53629.0
North Carolina,Alberta,5301,Houston,26148.0
North Carolina,Alberta,53XX,Houston-Galveston Customs District n.e.c.,194913.0
North Carolina,Alberta,54XX,Washington Customs District n.e.c.,115957.0
North Carolina,Alberta,55XX,Dallas/Ft. Worth Customs District n.e.c.,100224.0
North Carolina,Alberta,70XX,Low Value n.e.c.,12647985.0
North Carolina,Alberta,80XX,Unknown District n.e.c.,3000.0
North Carolina,British Columbia,0101,Portland,445439.0
North Carolina,British Columbia,0102,Bangor,11006.0
North Carolina,British Columbia,0103,Eastport,31515.0
North Carolina,British Columbia,0104,Jackman,314505.0
North Carolina,British Columbia,0106,Houlton,3402972.0
North Carolina,British Columbia,0109,Madawaska,40856.0
North Carolina,British Columbia,0115,Calais,4010357.0
North Carolina,British Columbia,0118,Limestone,35102.0
North Carolina,British Columbia,01XX,Portland Customs District n.e.c.,101906.0
North Carolina,British Columbia,0203,Richford,98113.0
North Carolina,British Columbia,0206,Beecher Falls,119986.0
North Carolina,British Columbia,0209,Derby Line,738648.0
North Carolina,British Columbia,0211,Norton,79090.0
North Carolina,British Columbia,0212,Highgate Springs/Alburg,582831.0
North Carolina,British Columbia,02XX,St. Albans Customs District n.e.c.,67620.0
North Carolina,British Columbia,0417,Logan Airport,25720.0
North Carolina,British Columbia,04XX,Boston Customs District n.e.c.,1934.0
North Carolina,British Columbia,0701,Ogdensburg,669987.0
North Carolina,British Columbia,0704,Massena,16894.0
North Carolina,British Columbia,0708,Alexandria Bay,11662716.0
North Carolina,British Columbia,0712,Champlain-Rouses Point,22159308.0
North Carolina,British Columbia,0715,Trout River,592098.0
North Carolina,British Columbia,07XX,Ogdensburg Customs District n.e.c.,1125254.0
North Carolina,British Columbia,0901,Buffalo-Niagara Falls,118818409.0
North Carolina,British Columbia,0903,Rochester,27971.0
North Carolina,British Columbia,09XX,Buffalo Customs District n.e.c.,5950648.0
North Carolina,British Columbia,1003,Newark,230940.0
North Carolina,British Columbia,1012,John F Kennedy Intl Airport,690804.0
North Carolina,British Columbia,10XX,New York City Customs District n.e.c.,314308.0
North Carolina,British Columbia,11XX,Philadelphia Customs District n.e.c.,130438.0
North Carolina,British Columbia,13XX,Baltimore Customs District n.e.c.,39196.0
North Carolina,British Columbia,14XX,Norfolk Customs District n.e.c.,81996.0
North Carolina,British Columbia,1502,Winston-Salem,2568.0
North Carolina,British Columbia,15XX,Wilmington Customs District n.e.c.,50402735.0
North Carolina,British Columbia,1603,Greenville-Spartanbrg,34266.0
North Carolina,British Columbia,16XX,Charleston Customs District n.e.c.,6288423.0
North Carolina,British Columbia,1704,Atlanta,800001.0
North Carolina,British Columbia,17XX,Savannah Customs District n.e.c.,56174.0
North Carolina,British Columbia,18XX,Tampa Customs District n.e.c.,93909.0
North Carolina,British Columbia,2006,Memphis,5887732.0
North Carolina,British Columbia,20XX,New Orleans Customs District n.e.c.,230325045.0
North Carolina,British Columbia,23XX,Laredo Customs District n.e.c.,715242.0
North Carolina,British Columbia,25XX,San Diego Customs District n.e.c.,65334.0
North Carolina,British Columbia,26XX,Nogales Customs District n.e.c.,99293.0
North Carolina,British Columbia,2720,Los Angeles Intl Airport,2851.0
North Carolina,British Columbia,27XX,Los Angeles Customs District n.e.c.,801816.0
North Carolina,British Columbia,2801,San Francisco Intl Arpt,216942.0
North Carolina,British Columbia,28XX,San Francisco Customs District n.e.c.,1168837.0
North Carolina,British Columbia,29XX,Columbia-Snake Customs District n.e.c.,534162.0
North Carolina,British Columbia,3001,Seattle,108307475.0
North Carolina,British Columbia,3002,Tacoma,1322794.0
North Carolina,British Columbia,3003,Aberdeen-Hoquiam,1235308.0
North Carolina,British Columbia,3004,Blaine,3974184980.0
North Carolina,British Columbia,3005,Bellingham,19040942.0
North Carolina,British Columbia,3006,Everett,2743.0
North Carolina,British Columbia,3007,Port Angeles,1854046.0
North Carolina,British Columbia,3008,Port Townsend,251353.0
North Carolina,British Columbia,3009,Sumas,555239344.0
North Carolina,British Columbia,3010,Anacortes,927777.0
North Carolina,British Columbia,3011,Nighthawk,53101.0
North Carolina,British Columbia,3012,Danville,97348.0
North Carolina,British Columbia,3013,Ferry,364916.0
North Carolina,British Columbia,3014,Friday Harbor,65175.0
North Carolina,British Columbia,3015,Boundary,1327219.0
North Carolina,British Columbia,3016,Laurier,3309197.0
North Carolina,British Columbia,3017,Point Roberts,158748.0
North Carolina,British Columbia,3019,Oroville,157921869.0
North Carolina,British Columbia,3020,Frontier,72045853.0
North Carolina,British Columbia,3022,Spokane,15984.0
North Carolina,British Columbia,3023,Lynden,30886872.0
North Carolina,British Columbia,3025,Metaline Falls,551784.0
North Carolina,British Columbia,3029,Seattle-Tacoma Intl Arpt,36033669.0
North Carolina,British Columbia,30XX,Seattle Customs District n.e.c.,152325757.0
North Carolina,British Columbia,3103,Skagway,748399.0
North Carolina,British Columbia,3104,Alcan,204564.0
North Carolina,British Columbia,3105,Wrangell,22431.0
North Carolina,British Columbia,3106,Dalton Cache,339183.0
North Carolina,British Columbia,3126,Anchorage,5012.0
North Carolina,British Columbia,31XX,Anchorage Customs District n.e.c.,3583051.0
North Carolina,British Columbia,32XX,Honolulu Customs District n.e.c.,38159.0
North Carolina,British Columbia,3301,Raymond,655832.0
North Carolina,British Columbia,3302,Eastport,183645164.0
North Carolina,British Columbia,3303,Salt Lake City,13077.0
North Carolina,British Columbia,3304,Great Falls,650368.0
North Carolina,British Columbia,3305,Butte,6506.0
North Carolina,British Columbia,3308,Porthill,809524.0
North Carolina,British Columbia,3309,Scoby,777422.0
North Carolina,British Columbia,3310,Sweetgrass,12715076.0
North Carolina,British Columbia,3318,Roosville,3150469.0
North Carolina,British Columbia,3319,Morgan,2981.0
North Carolina,British Columbia,3322,Del Bonita,427516.0
North Carolina,British Columbia,33XX,Great Falls Customs District n.e.c.,1465890.0
North Carolina,British Columbia,3401,Pembina,161214005.0
North Carolina,British Columbia,3403,Portal,623972780.0
North Carolina,British Columbia,3404,Neche,16352.0
North Carolina,British Columbia,3406,Northgate,14655.0
North Carolina,British Columbia,3408,Hannah,11173.0
North Carolina,British Columbia,3410,Ambrose,188156.0
North Carolina,British Columbia,3411,Fargo,14248.0
North Carolina,British Columbia,3417,Fortuna,92578.0
North Carolina,British Columbia,3422,Dunseith,87635.0
North Carolina,British Columbia,3423,Warroad,314829.0
North Carolina,British Columbia,3426,Roseau,258036.0
North Carolina,British Columbia,3481,Hector Intl Airport,4400.0
North Carolina,British Columbia,34XX,Pembina Customs District n.e.c.,3463323.0
North Carolina,British Columbia,3501,Minneapolis-St. Paul,225944.0
North Carolina,British Columbia,3604,International Falls-Ranier,717677100.0
North Carolina,British Columbia,3613,Grand Portage,167920.0
North Carolina,British Columbia,36XX,Duluth Customs District n.e.c.,6774.0
North Carolina,British Columbia,3701,Milwaukee,18933.0
North Carolina,British Columbia,37XX,Milwaukee Customs District n.e.c.,32080.0
North Carolina,British Columbia,3801,Detroit,31232647.0
North Carolina,British Columbia,3802,Port Huron,26964971.0
North Carolina,British Columbia,3803,Sault Ste. Marie,1334360.0
North Carolina,British Columbia,3804,Saginaw/Bay City,499533.0
North Carolina,British Columbia,3806,Grand Rapids,14256.0
North Carolina,British Columbia,3807,Detroit Metro Airport,5642.0
North Carolina,British Columbia,3818,Rogers City,2571.0
North Carolina,British Columbia,38XX,Detroit Customs District n.e.c.,5378321.0
North Carolina,British Columbia,39XX,Chicago Customs District n.e.c.,400295.0
North Carolina,British Columbia,4101,Cleveland,47387766.0
North Carolina,British Columbia,4102,Cincinnati,2067702.0
North Carolina,British Columbia,4103,Columbus,82422.0
North Carolina,British Columbia,4104,Dayton,48222.0
North Carolina,British Columbia,4105,Toledo-Sandusky,216095.0
North Carolina,British Columbia,4110,Indianapolis,3974059.0
North Carolina,British Columbia,4115,Louisville,874156.0
North Carolina,British Columbia,41XX,Cleveland Customs District n.e.c.,7766284.0
North Carolina,British Columbia,45XX,St Louis Customs District n.e.c.,9840.0
North Carolina,British Columbia,49XX,San Juan Customs District n.e.c.,1647663.0
North Carolina,British Columbia,51XX,Virgin Islands Customs District n.e.c.,82199.0
North Carolina,British Columbia,52XX,Miami Customs District n.e.c.,102000.0
North Carolina,British Columbia,54XX,Washington Customs District n.e.c.,51110.0
North Carolina,British Columbia,55XX,Dallas/Ft. Worth Customs District n.e.c.,61993.0
North Carolina,British Columbia,70XX,Low Value n.e.c.,19754579.0
North Carolina,British Columbia,80XX,Unknown District n.e.c.,21559.0
North Carolina,Manitoba,0101,Portland,340762.0
North Carolina,Manitoba,0104,Jackman,200966.0
North Carolina,Manitoba,0106,Houlton,15239509.0
North Carolina,Manitoba,0108,Van Buren,181440.0
North Carolina,Manitoba,0109,Madawaska,119277.0
North Carolina,Manitoba,0115,Calais,587525.0
North Carolina,Manitoba,0118,Limestone,8276.0
North Carolina,Manitoba,0127,Bridgewater,20160.0
North Carolina,Manitoba,01XX,Portland Customs District n.e.c.,5404.0
North Carolina,Manitoba,0206,Beecher Falls,48587.0
North Carolina,Manitoba,0209,Derby Line,20155.0
North Carolina,Manitoba,0211,Norton,82166.0
North Carolina,Manitoba,0212,Highgate Springs/Alburg,32569.0
North Carolina,Manitoba,02XX,St. Albans Customs District n.e.c.,2663.0
North Carolina,Manitoba,04XX,Boston Customs District n.e.c.,5100.0
North Carolina,Manitoba,0701,Ogdensburg,132348.0
North Carolina,Manitoba,0704,Massena,7952.0
North Carolina,Manitoba,0708,Alexandria Bay,3329421.0
North Carolina,Manitoba,0712,Champlain-Rouses Point,11372361.0
North Carolina,Manitoba,0715,Trout River,210898.0
North Carolina,Manitoba,07XX,Ogdensburg Customs District n.e.c.,696002.0
North Carolina,Manitoba,0901,Buffalo-Niagara Falls,127094707.0
North Carolina,Manitoba,09XX,Buffalo Customs District n.e.c.,943166.0
North Carolina,Manitoba,1003,Newark,41958.0
North Carolina,Manitoba,1012,John F Kennedy Intl Airport,8996.0
North Carolina,Manitoba,10XX,New York City Customs District n.e.c.,48217.0
North Carolina,Manitoba,11XX,Philadelphia Customs District n.e.c.,57023.0
North Carolina,Manitoba,1303,Baltimore,59943.0
North Carolina,Manitoba,13XX,Baltimore Customs District n.e.c.,14990.0
North Carolina,Manitoba,14XX,Norfolk Customs District n.e.c.,9807073.0
North Carolina,Manitoba,1502,Winston-Salem,7589.0
North Carolina,Manitoba,15XX,Wilmington Customs District n.e.c.,51957671.0
North Carolina,Manitoba,16XX,Charleston Customs District n.e.c.,158415.0
North Carolina,Manitoba,1704,Atlanta,26325.0
North Carolina,Manitoba,18XX,Tampa Customs District n.e.c.,3697.0
North Carolina,Manitoba,19XX,Mobile Customs District n.e.c.,26606.0
North Carolina,Manitoba,2006,Memphis,64259486.0
North Carolina,Manitoba,20XX,New Orleans Customs District n.e.c.,67897972.0
North Carolina,Manitoba,23XX,Laredo Customs District n.e.c.,48911.0
North Carolina,Manitoba,24XX,El Paso Customs District n.e.c.,190786.0
North Carolina,Manitoba,25XX,San Diego Customs District n.e.c.,9980.0
North Carolina,Manitoba,2720,Los Angeles Intl Airport,5931.0
North Carolina,Manitoba,27XX,Los Angeles Customs District n.e.c.,1244845.0
North Carolina,Manitoba,28XX,San Francisco Customs District n.e.c.,3648.0
North Carolina,Manitoba,29XX,Columbia-Snake Customs District n.e.c.,50544.0
North Carolina,Manitoba,3001,Seattle,3144309.0
North Carolina,Manitoba,3002,Tacoma,214701.0
North Carolina,Manitoba,3003,Aberdeen-Hoquiam,3642574.0
North Carolina,Manitoba,3004,Blaine,18850254.0
North Carolina,Manitoba,3005,Bellingham,76967.0
North Carolina,Manitoba,3008,Port Townsend,1620191.0
North Carolina,Manitoba,3009,Sumas,773744.0
North Carolina,Manitoba,3010,Anacortes,24982.0
North Carolina,Manitoba,3011,Nighthawk,78043.0
North Carolina,Manitoba,3014,Friday Harbor,65575.0
North Carolina,Manitoba,3016,Laurier,6889.0
North Carolina,Manitoba,3018,Kenmore Air Harbor,11361.0
North Carolina,Manitoba,3019,Oroville,2004338.0
North Carolina,Manitoba,3023,Lynden,179750.0
North Carolina,Manitoba,3026,Olympia,14739.0
North Carolina,Manitoba,3029,Seattle-Tacoma Intl Arpt,16317.0
North Carolina,Manitoba,30XX,Seattle Customs District n.e.c.,1462400.0
North Carolina,Manitoba,3102,Ketchikan,18718.0
North Carolina,Manitoba,3104,Alcan,43633.0
North Carolina,Manitoba,3105,Wrangell,3197.0
North Carolina,Manitoba,31XX,Anchorage Customs District n.e.c.,193530.0
North Carolina,Manitoba,3301,Raymond,366569.0
North Carolina,Manitoba,3302,Eastport,1762941.0
North Carolina,Manitoba,3304,Great Falls,93892.0
North Carolina,Manitoba,3310,Sweetgrass,39753586.0
North Carolina,Manitoba,3312,Whitetail,4246.0
North Carolina,Manitoba,33XX,Great Falls Customs District n.e.c.,229631.0
North Carolina,Manitoba,3401,Pembina,6673619428.0
North Carolina,Manitoba,3403,Portal,36050992.0
North Carolina,Manitoba,3404,Neche,452439.0
North Carolina,Manitoba,3405,St John,10227.0
North Carolina,Manitoba,3406,Northgate,3914.0
North Carolina,Manitoba,3407,Walhalla,40585.0
North Carolina,Manitoba,3408,Hannah,45482.0
North Carolina,Manitoba,3409,Sarles,24275.0
North Carolina,Manitoba,3410,Ambrose,565269.0
North Carolina,Manitoba,3411,Fargo,217701.0
North Carolina,Manitoba,3413,Antler,49927.0
North Carolina,Manitoba,3415,Hansboro,3878.0
North Carolina,Manitoba,3419,Westhope,14139.0
North Carolina,Manitoba,3421,Carbury,25170.0
